,lat,lon
0,48.00126415212144,-118.6390347923902
1,48.727736110263244,-117.73939775705973
2,48.046448760896034,-117.99116659439477
3,48.49773026248059,-117.98818597186855
4,47.927439487527586,-117.88348329157093
5,48.39228450615909,-119.40179397050552
6,48.30965801681517,-120.43818566737632
7,48.793008462338285,-120.40896615859211
8,48.85122038358725,-118.97274643835011
9,48.30221917781462,-117.04348567349535
10,48.50509144624359,-116.10273218221921
11,48.96134781254928,-115.2709920794078
12,48.12397502070908,-115.44507903981466
13,48.55258184901768,-114.36707561904313
14,48.80792763042262,-113.7759632882054
15,47.64418284825299,-113.62725920965272
16,47.98308808191941,-113.62995005229851
17,48.196076116215835,-114.66718885488994
18,48.51224637771385,-114.20342118080823
19,48.52482276047478,-114.34576316274274
20,48.7414602577062,-114.58072474315821
21,48.683450249527894,-114.38510187393591
22,48.97338592842205,-112.27973463667398
23,48.75776348023793,-112.0088351935267
24,48.985172181181355,-110.10461374519105
25,48.62513594805692,-109.99293564305685
26,48.83279172739718,-100.5215198770175
27,48.661392181329454,-99.90415399924036
28,48.5902428911422,-97.31270938756322
29,48.788874471433616,-96.22552004634451
30,48.99672235986402,-95.47457855794718
31,48.30061551683339,-108.88247167629129
32,48.2081223192378,-106.00798449066771
33,48.677869785755526,-122.05585061471945
34,48.84915380091631,-121.85724516943881
35,48.74146715531419,-122.45121638827915
36,48.84157185215746,-121.03644028155256
37,48.88396031170563,-122.09153149079323
38,48.83363270393118,-122.28463005065994
39,48.77115668750816,-121.78814988249583
40,48.89066098303035,-122.50893838523609
41,48.883540546094615,-121.39198958600605
42,48.75667888002619,-121.02913707530749
43,48.72164742583191,-121.51446546645197
44,48.99171935250925,-122.51808338656969
45,48.93196328099997,-122.2760358995416
46,48.9142634121277,-122.0782533119844
47,48.947287174625245,-122.11520603575407
48,48.92416115483962,-121.38575610757538
49,48.77559311012183,-121.16573854432545
50,48.92981038735302,-122.53081356434292
51,48.86976829074844,-121.27011033282972
52,48.72177856697513,-120.94448516481434
53,48.15280265657818,-116.51826064319465
54,48.17146174825317,-116.51368956884603
55,48.4457528657721,-116.68616318772429
56,48.43795209476756,-116.0793822516556
57,48.27284893923224,-101.32059974935603
58,48.338337665169625,-101.54208239343544
59,47.96633145428252,-101.75484244344091
60,48.07709422250235,-101.70872846402833
61,48.448497261713065,-101.58906700221542
62,47.93251690141818,-100.9650436684951
63,47.965884511038965,-93.73307901803012
64,48.34350242306431,-122.23018977315408
65,48.55958349859816,-122.09385775151972
66,48.299745393661766,-121.63096666884721
67,48.347321883862165,-121.47075198215438
68,48.58873908200485,-122.05870371667997
69,48.333466012092714,-122.29926901444352
70,48.61306884249101,-121.00521691941448
71,48.57354546422741,-121.90586202373854
72,48.59359975289753,-122.31176665769132
73,48.55031345253816,-120.89920419008371
74,48.45738657782405,-122.59352842294241
75,48.20320939699507,-102.88141118557004
76,48.322426811817124,-102.98034781928446
77,48.072053997080076,-100.91909284358559
78,47.75274748925259,-92.51113216849006
79,47.210399461826995,-92.17483641483116
80,48.32007256193282,-92.16719330682206
81,48.09965064088076,-92.24563413327901
82,48.02717898167049,-92.58771296341028
83,48.031226723946915,-92.2152195426857
84,48.23402887806225,-92.52870995966626
85,47.509477317453275,-92.73170899205532
86,48.013551358804584,-91.83795902712926
87,47.625414188599514,-92.15927816759587
88,47.77590417350754,-92.50870748676579
89,48.32372742089362,-92.89035776808961
90,46.78153926662484,-92.16778365259569
91,47.81887715654624,-92.36742352669289
92,47.15108096678561,-92.84469799708428
93,47.36754437504783,-92.63874989641671
94,46.88538531016836,-92.5911359210824
95,47.12251354983367,-92.87555281469302
96,47.40372596744922,-92.64966701226207
97,47.30192113640558,-92.41746757108601
98,48.61406653729612,-123.1396415452808
99,48.61155284256971,-123.13030959791729
100,48.19279858562856,-104.72079266242574
101,48.07314997491794,-102.16853518787535
102,48.23405974672856,-97.12722950931287
103,48.10521605491254,-98.95097167222335
104,48.39763433397792,-97.3404469924823
105,47.63838012569162,-94.55763517770667
106,47.809971370027,-94.44435024761377
107,48.10750921089118,-95.04244644740335
108,48.14195437727395,-95.56635912994469
109,47.914165087618144,-120.58908784096292
110,47.372455470665805,-120.61610781936152
111,48.080771405059316,-120.32786702703491
112,48.13739641212523,-120.73674932445309
113,48.0664981207777,-120.30591158020728
114,48.13626646034419,-120.87241069421974
115,47.664518154796426,-120.86944640068762
116,48.2648562446275,-112.97150744831886
117,48.01694724942412,-124.2530866622671
118,47.994493947491414,-123.28506448674887
119,48.048866706259325,-123.22061765331495
120,47.88314754339123,-124.54103707626886
121,47.88722021136632,-124.4509605892618
122,47.961942124928605,-123.1055367207695
123,48.12076395936088,-124.42075492746586
124,48.19605134921993,-99.82860223377591
125,48.023697879518956,-111.13671389988411
126,48.032462685957924,-121.24299205410968
127,48.11443536810748,-122.31300307671938
128,48.10184877900037,-122.33433763936635
129,47.90300452213074,-121.36106023807721
130,48.28276436632402,-122.0710926259719
131,47.79555416144821,-122.01154615352493
132,48.2664984962052,-121.92020482451018
133,48.04464378631335,-121.2570778958237
134,47.865949391019164,-121.88630465108591
135,48.025442373809234,-121.27465262324324
136,47.82157512457239,-122.08225848675919
137,47.84303199880769,-122.02601820189923
138,48.08957394737166,-121.46970461961678
139,48.078367174434646,-121.4702384177892
140,48.18647874561883,-121.24567660237742
141,48.09424610580639,-122.1241362261929
142,48.27664677349089,-121.73079702466855
143,47.90752709580849,-121.87877181907635
144,48.11172588258976,-121.12891187069236
145,48.077570631900265,-122.17759447854414
146,47.9418235122649,-121.35601082482324
147,47.92416818071484,-121.24457740254478
148,48.146266315287306,-121.83428376609497
149,48.050948996265525,-121.61360158026368
150,48.15566426035856,-121.60615764771869
151,48.179639023186155,-121.92675027842242
152,48.1580350979245,-121.12694986419521
153,48.279212302063,-121.02750660259463
154,47.79687828275302,-121.48270458959507
155,48.259549812227206,-122.38544505265651
156,48.27573144367373,-121.51467509588211
157,48.076183289688984,-122.28788934692811
158,47.94438900418903,-122.06849113152003
159,48.14334801364554,-122.19793308282452
160,48.00290791180503,-121.384878517439
161,47.856914234029915,-121.88727949288683
162,47.8873537846731,-122.31731696108875
163,48.00774984593726,-122.20614040582585
164,47.94053962222225,-121.49488684435266
165,48.26554207260324,-122.14007282322456
166,47.95011605459642,-121.95120098215178
167,47.95610673305421,-121.67403019261644
168,48.18505930043,-121.38489719461128
169,48.21101808998624,-121.72351661785765
170,48.19335477054098,-121.6271849166213
171,48.087461924631945,-121.34004979035893
172,47.90861629548317,-121.85790418064629
173,47.97600882013127,-121.51589134475394
174,47.97344121035576,-121.58355571066154
175,47.93369676121158,-122.22485924982271
176,47.84240596680755,-122.1585515483263
177,48.257226556299464,-121.44493619671009
178,48.02420825971258,-121.47527429596681
179,47.86803889227399,-122.24660001921652
180,48.04827163973176,-121.69049817264298
181,47.99193989111962,-121.8392027451474
182,48.155584807395,-122.06536491609515
183,47.813626766284024,-121.45600578410608
184,47.873274953065355,-121.26257668661363
185,47.86169341562304,-121.31456820643439
186,47.96285441352126,-122.10752672040397
187,47.907336629993736,-121.89879173357458
188,47.785905674434154,-122.21757455655067
189,47.87876862526632,-122.00774289818237
190,48.03912750119107,-121.42423763740004
191,47.84211698194207,-121.94554321491414
192,48.026023134305234,-121.86379283486556
193,48.02171168530655,-121.76292683534932
194,47.785638269117015,-121.25880750532414
195,48.19344700542018,-121.09016931859377
196,48.043082327554544,-122.56323213001008
197,47.988181356449665,-122.52328480843589
198,48.19302887006005,-122.68018307419088
199,48.03765248766576,-122.5204604448209
200,48.13960105496611,-122.66815234218008
201,48.00312603619368,-122.48085038575758
202,48.1953018022238,-122.50660884451354
203,48.36013854299742,-122.62285044932035
204,48.06364444345496,-115.78249684247506
205,47.79211675084744,-91.19236626054423
206,48.15499852186226,-97.44062076316216
207,47.94723552238324,-97.67416514273101
208,48.08430602679275,-97.76356778736955
209,48.14738847551214,-97.35348401939625
210,47.75971630514973,-97.80143377528043
211,47.73567950503381,-97.32192793367868
212,47.68472517080749,-97.3923606781191
213,47.64808677744743,-95.81897230631267
214,47.66537347405659,-96.8819848606668
215,47.89805827387239,-96.98254800922145
216,48.02868579169826,-96.19996737424195
217,47.48566054237987,-120.09693289603814
218,47.54860401086725,-120.24262706371894
219,47.70031601068986,-119.42015198625344
220,47.626636177375865,-119.51983382412257
221,48.1262506785739,-103.13675899132893
222,47.81251968709398,-122.92807355388578
223,47.835154277043905,-124.44098190815284
224,47.58493807441241,-123.78518738368197
225,47.77979868441643,-104.20537715738286
226,47.93425639732587,-112.87053526838041
227,46.9355017063581,-115.57326951131226
228,47.48185412366446,-117.38423993233272
229,47.72298215382779,-117.61068488757496
230,47.358668370535014,-117.2356947328552
231,47.303287767156604,-117.23690730348001
232,47.901544968077054,-117.45961782393499
233,47.74270589083561,-117.8209789899574
234,47.53716238226563,-117.50975737032314
235,47.40269679485133,-117.65070873074706
236,47.88282287457949,-117.31492211168835
237,47.95589177542288,-117.21719685575975
238,47.45429873444422,-117.68095505338216
239,47.736558549044645,-117.36101830101829
240,47.80371744428821,-117.78696289339025
241,47.56902265202506,-117.38724359652907
242,47.307738316274545,-117.68160096535951
243,47.2765237253107,-117.59442768264236
244,47.48332047074004,-117.2851130737504
245,47.98056403002202,-117.19238224792616
246,47.635643565515075,-117.1318492241462
247,47.85523315095057,-117.40493034937236
248,47.29220933476024,-117.49506701690676
249,47.36677690528942,-117.1049364059274
250,47.48655174733023,-117.77838534136234
251,47.765054831500755,-117.15721180311726
252,47.88051664501499,-117.41587175438718
253,47.96235022757539,-117.28079297744424
254,47.65059876772909,-117.64309119776954
255,47.297106133388624,-117.7542633695156
256,47.429599620387705,-117.42701383901488
257,47.78061974023632,-117.55794848431479
258,47.30804095564367,-117.62267934275968
259,47.29485943983516,-117.73495069847593
260,47.731508812180536,-117.53429330039233
261,47.435842482878336,-117.28857938755672
262,48.02524053837599,-117.37341467826387
263,47.36991718095127,-117.23584681380989
264,47.51247313584529,-117.24724239662383
265,47.32146590343747,-117.12811264305617
266,47.61179111362508,-117.7225402367235
267,47.70361840591563,-117.74960621870027
268,47.46069426356187,-117.77676708515521
269,47.54723633464236,-117.42898297565812
270,47.74702100024692,-117.30061723243043
271,47.96096722022917,-117.53246381817716
272,47.974568661960866,-117.28210247524059
273,47.59811173598623,-117.53411801972238
274,47.69152475270135,-114.37108946512161
275,47.56183105445013,-114.11626695001378
276,47.64995744431548,-113.94332018547809
277,47.99917689763006,-95.44043685641309
278,47.45125891376479,-116.88120462695751
279,47.92178255091992,-117.02813849735163
280,47.83642263275985,-116.5530195997255
281,47.41950605581449,-116.45720500979235
282,47.874965750348146,-116.9480289545502
283,47.630787194382194,-116.721158537558
284,47.72422050321089,-116.4954846492972
285,47.80263688823826,-116.58416509666061
286,47.52437164907198,-116.93720070279923
287,47.889326968159146,-116.86924982083173
288,47.93837460662143,-116.58805612411338
289,47.48214325400175,-116.66708355384482
290,47.6019960443741,-116.97009289726938
291,47.56365542496377,-116.91379505326896
292,47.12930548211976,-119.5701706235173
293,47.23446289883012,-119.59797468315291
294,46.68711568627023,-119.65442879721739
295,47.21532131259622,-119.82004903493421
296,46.99172042671514,-119.31508405314402
297,47.07880758382915,-119.26735863360673
298,47.218898487567365,-119.01343757540484
299,47.668235792199575,-119.09705235097059
300,46.790961238120715,-119.81224514328129
301,47.78341160878175,-118.47813750263674
302,47.153127442539194,-112.64339830166644
303,47.25385785694143,-112.2378417484007
304,47.55640935680117,-112.51727606162979
305,46.93214479315978,-112.65451795188976
306,47.541819596026826,-113.00168238692206
307,47.62434007860578,-113.0870452790484
308,47.51156240207974,-122.66290421931488
309,47.66526410772983,-122.68847140734015
310,47.543371619497776,-122.95998165992002
311,47.734427186505435,-122.62007139016194
312,47.558223807313475,-122.63819497462214
313,47.57830188551029,-122.65827219582468
314,47.468073908228334,-122.57815136368382
315,47.67339719841287,-122.70241504765504
316,47.43518728608875,-122.71516416851891
317,47.62421080499372,-122.64315522084952
318,47.57045962324058,-122.84041236629264
319,47.82453740711042,-122.64017506828444
320,47.64702371045346,-122.7357988572237
321,47.579992496849925,-122.74454552875741
322,47.668604128400546,-122.62134373727653
323,47.75572241136357,-122.60696791774197
324,47.78442158166134,-122.49804312653947
325,47.41625557439858,-122.73537704445911
326,47.58187341973007,-122.7345870030892
327,47.460365464335446,-122.64222056095068
328,47.527876260418466,-122.61064373837353
329,47.55761767292712,-122.67207827883755
330,47.460348354127746,-122.53431388329639
331,47.5582439337011,-122.91577195476324
332,47.74251472290565,-122.70192861032228
333,47.84637217829711,-94.03883796350874
334,47.80228621695465,-94.27988464245657
335,47.47736794522932,-93.09288574828726
336,47.754027520751194,-93.63108787412192
337,47.65692149279094,-100.78703036487353
338,46.97498431856372,-109.51799001385882
339,47.568235433693495,-105.03523879892724
340,47.3372590179063,-121.9164083248328
341,47.40152346577863,-121.72665360863134
342,47.54095988189054,-122.35882274091183
343,47.421547470741906,-122.2667493947286
344,47.143832326338035,-121.35771754885523
345,47.76931313468789,-122.01727291111851
346,47.63486016344878,-121.44743232550832
347,47.34286481807051,-121.8809988446111
348,47.725469489004055,-122.29266083913961
349,47.263788941649544,-121.95764680455558
350,47.34850565016768,-122.27171328710165
351,47.74051948308804,-121.40214119418714
352,47.74517323064315,-121.31348117480965
353,47.4345076545113,-122.29407669713508
354,47.53886688793678,-122.10515473770708
355,47.76246242512271,-121.96987883842486
356,47.33014478335899,-121.82638002042398
357,47.71228947996573,-121.09310480579836
358,47.578201726743714,-122.080927937059
359,47.45446702931151,-121.39879623239706
360,47.41191874419307,-122.21046850258269
361,47.14952260648313,-121.49919010531623
362,47.507521899320494,-121.5116991222624
363,47.592943350395544,-121.89469186864633
364,47.551585341423404,-122.2254882018259
365,47.66216314376778,-121.36985677046725
366,47.59580577929296,-122.00666421921295
367,47.31103063983447,-121.72715673449679
368,47.58576471789234,-121.45467533815491
369,47.56979340902085,-121.99236195111668
370,47.551172515733775,-122.331833682236
371,47.42790521158589,-121.54641431873593
372,47.6940736463148,-122.21498192462761
373,47.28797600413985,-121.66653767279703
374,47.302344150199126,-122.18286396311547
375,47.605633134671116,-122.24602257064954
376,47.44659889593422,-121.49373286150188
377,47.497721364398096,-121.74134950964523
378,47.528230091184334,-121.6610244003895
379,47.611654447624346,-122.03906107453123
380,47.580875200765746,-121.31631463718107
381,47.3741823817347,-121.50218799927703
382,47.550179799933396,-122.18789043422265
383,47.28186838521884,-121.86472724042089
384,47.55127883882754,-121.46632752998569
385,47.56010687561377,-122.251369723618
386,47.517732191322914,-122.1608871536536
387,47.58429963472876,-121.33977110976454
388,47.73624302009951,-122.17976651679008
389,47.42379635158362,-122.06150585556975
390,47.48472343934597,-122.28604214399455
391,47.41260024816127,-121.90154956669116
392,47.62973362326992,-122.26579004518011
393,47.27713418750309,-121.57155349344235
394,47.70380087694292,-121.14297871090038
395,47.41772800865099,-121.94966157942993
396,47.42976622541263,-122.25726357670779
397,47.59129237114424,-121.7980159973853
398,47.32668016630237,-121.57111444002064
399,47.319011796979225,-122.37717257045922
400,47.18233073144879,-121.73198667436002
401,47.69455729308554,-121.20219535236569
402,47.74104793648931,-121.29894750485066
403,47.32323545428026,-121.91807536990011
404,47.277925670526436,-121.78252469085865
405,47.57639675188035,-122.27449279901737
406,47.66009866301057,-121.84772053190741
407,47.712166813643314,-121.2182451588172
408,47.44020497218235,-121.97183951483402
409,47.53759302079298,-121.60994664357855
410,47.75511338785768,-122.31934227397254
411,47.33770130786677,-121.70727567422564
412,47.481829740174256,-122.25085303030303
413,47.51643671289023,-121.78808059362112
414,47.35230818925917,-121.61856732433698
415,47.56393138279057,-121.60581613888513
416,47.76050709452406,-121.33733786947664
417,47.60185921926972,-121.99401350278818
418,47.485545743918365,-121.59236203776479
419,47.40062426709625,-121.81339220925047
420,47.15949254271467,-121.88929624648799
421,47.682097294485544,-121.88390893426934
422,47.724912357901204,-122.09177973271784
423,47.29727648128952,-121.50137162253401
424,47.20278238302594,-121.82329862018581
425,47.63540091389066,-121.9039284302915
426,47.31285467963207,-122.03018871597641
427,47.194856586991435,-121.35171736809157
428,47.542019834973075,-121.97726627183442
429,47.38507024479237,-121.87899325063366
430,47.744147956245236,-122.230833371172
431,47.655169865139655,-122.10742784144578
432,47.41876741122439,-121.53445398518852
433,47.32131383037442,-121.89878156213192
434,47.706832087622644,-122.26558257854806
435,47.3709271403572,-121.76627042854656
436,47.47969487909799,-122.34879100428277
437,47.40988563885345,-121.58316775447533
438,47.478597353198786,-121.36527426679
439,47.517296430517874,-122.24995742484454
440,47.758491975964475,-122.00386182887256
441,47.17288547237006,-121.71409160421746
442,47.404647656108274,-122.26593681034291
443,47.58067064145454,-121.29987223843352
444,47.651276469112986,-122.30499387191702
445,47.35880121977773,-121.76706928404911
446,47.533786944938676,-122.23086233543924
447,47.574490064010185,-121.97930661334031
448,47.17185492078723,-121.86955100313912
449,47.381622061099904,-122.13698891484924
450,47.607906705297815,-121.55909760194686
451,47.649793633521746,-121.83647698725548
452,47.195609849129276,-121.39241614559116
453,47.724128001406406,-122.2991612764218
454,47.76461375754463,-121.17278501707293
455,47.324175192009285,-121.44424321033277
456,47.63565474173437,-121.88501178294345
457,47.28550885619514,-121.63674133364552
458,47.59919258796969,-121.14168985078112
459,47.306029427454526,-121.44415547992385
460,47.29977931251548,-121.68544707365376
461,47.67591157270433,-121.57730233347634
462,47.554275688090115,-121.97943500991485
463,47.595351926369545,-121.43904835793724
464,47.1678733190449,-121.67669031788792
465,47.21379487374022,-121.58900391363126
466,47.74469122303819,-122.21601499696706
467,47.53387836405634,-121.73768114670065
468,47.50753902690907,-122.23497681333883
469,47.600683189134855,-122.37554473729227
470,47.74995584109616,-122.22806686815566
471,47.42562690211872,-121.55148380864115
472,47.63315330905599,-121.96508679018163
473,47.34646515447431,-121.45795077683938
474,47.42587066485821,-121.9440048544445
475,47.654000868760534,-121.91038947825139
476,47.47192708912631,-121.88137085102055
